method,condition,seed,attack_level,timestep,reward,distance_to_goal,is_success,action_norm,intended_action_norm,safety_violation,recovery_triggered,episode_idx
random_recovery,action_clipping,0,0.3,15,-0.0,0.0071362780304599195,1.0,0.04329172521829605,1.1441059112548828,0.0,1.0,1
random_recovery,action_clipping,0,0.3,16,-0.0,0.005948447702658592,1.0,0.035681214183568954,1.0445085763931274,0.0,1.0,1
random_recovery,action_clipping,0,0.3,17,-0.0,0.004961370523164221,1.0,0.02974247746169567,1.4187835454940796,0.0,1.0,1
random_recovery,action_clipping,0,0.3,18,-0.0,0.013711807672204838,1.0,0.42627617716789246,1.0177463293075562,0.0,0.0,1
random_recovery,action_clipping,0,0.3,19,-0.0,0.017733403118861835,1.0,0.4564834237098694,1.1431553363800049,0.0,0.0,1
random_recovery,action_clipping,0,0.3,20,-0.0,0.015528853306084235,1.0,0.0886668711900711,1.3949618339538574,0.0,1.0,1
random_recovery,action_clipping,0,0.3,21,-0.0,0.012792759443471849,1.0,0.07764440774917603,1.3022888898849487,0.0,1.0,1
random_recovery,action_clipping,0,0.3,22,-0.0,0.010616486042572036,1.0,0.06396393477916718,0.9934853911399841,0.0,1.0,1
random_recovery,action_clipping,0,0.3,23,-0.0,0.008798529914856922,1.0,0.053082678467035294,0.8271129131317139,0.0,1.0,1
random_recovery,action_clipping,0,0.3,24,-0.0,0.007287366877494052,1.0,0.043992724269628525,1.3112415075302124,0.0,1.0,1
random_recovery,action_clipping,0,0.3,25,-0.0,0.006028875316627362,1.0,0.03643674775958061,0.9756805896759033,0.0,1.0,1
random_recovery,action_clipping,0,0.3,26,-0.0,0.004979047698477857,1.0,0.03014451637864113,1.6009058952331543,0.0,1.0,1
random_recovery,action_clipping,0,0.3,27,-0.0,0.004101321777775445,1.0,0.02489532344043255,1.0975412130355835,0.0,1.0,1
random_recovery,action_clipping,0,0.3,28,-0.0,0.008048188553104373,1.0,0.44480326771736145,0.948578953742981,0.0,0.0,1
random_recovery,action_clipping,0,0.3,29,-0.0,0.007551650416351182,1.0,0.04024086520075798,0.7877224683761597,0.0,1.0,1
random_recovery,action_clipping,0,0.3,30,-0.0,0.006122375824488033,1.0,0.03775830566883087,1.1658467054367065,0.0,1.0,1
random_recovery,action_clipping,0,0.3,31,-0.0,0.005043928032532447,1.0,0.0306119155138731,1.447242259979248,0.0,1.0,1
random_recovery,action_clipping,0,0.3,32,-0.0,0.0041433221880583975,1.0,0.025219734758138657,1.0184292793273926,0.0,1.0,1
random_recovery,action_clipping,0,0.3,33,-0.0,0.0033986549435319376,1.0,0.02071654610335827,1.3173505067825317,0.0,1.0,1
random_recovery,action_clipping,0,0.3,34,-0.0,0.0027819483226427843,1.0,0.016993448138237,1.2824311256408691,0.0,1.0,1
random_recovery,action_clipping,0,0.3,35,-0.0,0.002271927302788325,1.0,0.013909957371652126,1.3252989053726196,0.0,1.0,1
random_recovery,action_clipping,0,0.3,36,-0.0,0.0018518010002839637,1.0,0.011359496042132378,0.9617675542831421,0.0,1.0,1
random_recovery,action_clipping,0,0.3,37,-0.0,0.001508503275678777,1.0,0.009259076789021492,1.2967201471328735,0.0,1.0,1
random_recovery,action_clipping,0,0.3,38,-0.0,0.0012321168255902961,1.0,0.007542540784925222,1.5935876369476318,0.0,1.0,1
